-9.999830349228571169e-01,-1.000003819321999998e+00,4.027517399999999755e-08
-7.145753142857143025e-01,-1.000001044507399905e+00,1.167843000000000026e-05
-4.287848571428571898e-01,-1.000001652738599978e+00,3.637432799999999825e-05
-1.429688571428572308e-01,-1.000000030791859951e+00,3.766465799999999713e-05
1.425648571428570488e-01,-1.000001247254399983e+00,3.753880800000000239e-05
4.284574285714284336e-01,-1.000001247234999946e+00,5.359525799999999670e-05
7.141871428571429092e-01,-1.000000774181200036e+00,5.365028399999999308e-05
9.997828571428573063e-01,-1.000000098351540023e+00,5.863011599999999666e-05
-9.999847675799999891e-01,-9.000443799999999772e-01,4.024957800000000024e-07
-7.145726857142857824e-01,-9.000424200000000097e-01,1.185511800000000029e-05
-4.287842857142857289e-01,-9.000386000000000220e-01,9.593825999999999309e-05
-1.429679999999999840e-01,-9.000358600000000209e-01,1.177398600000000061e-03
1.425648571428570488e-01,-9.000447400000000098e-01,7.628028000000000239e-03
4.284580000000000055e-01,-9.000337000000000476e-01,2.985623400000000233e-02
7.141865714285713373e-01,-9.000342199999999959e-01,5.423187000000000146e-02
9.997837142857142201e-01,-9.000399799999999617e-01,7.189050000000000995e-02
-9.999833236857142982e-01,-8.000280200000000619e-01,7.756428000000000744e-07
-7.145738571428571495e-01,-8.000263800000000369e-01,2.148221400000000072e-05
-4.287857142857143256e-01,-8.000211200000000300e-01,1.717420199999999844e-04
-1.429688571428572308e-01,-8.000230799999999975e-01,2.032866599999999697e-03
1.425648571428570488e-01,-8.000332199999999894e-01,1.505410799999999834e-02
4.284605714285714129e-01,-8.000271399999999700e-01,6.198209999999999831e-02
7.141880000000000450e-01,-8.000291600000000170e-01,1.111554000000000014e-01
9.997831428571430923e-01,-8.000131400000000115e-01,1.465368599999999910e-01
-9.999836124485714794e-01,-7.000524000000000191e-01,1.139116200000000137e-06
-7.145709714285713998e-01,-7.000501999999999558e-01,2.818901400000000231e-05
-4.287842857142857289e-01,-7.000439999999999996e-01,2.434144799999999904e-04
-1.429668571428571733e-01,-7.000328000000000106e-01,2.733306599999999788e-03
1.425657142857144066e-01,-7.000522000000000133e-01,2.011134599999999870e-02
4.284582857142857915e-01,-7.000352000000000796e-01,9.270408000000000814e-02
7.141885714285713949e-01,-7.000614000000000559e-01,1.681638599999999983e-01
9.997822857142857345e-01,-7.000543999999999656e-01,2.151372599999999968e-01
-9.999815910257142670e-01,-5.999798000000000631e-01,1.410912600000000087e-06
-7.145726857142857824e-01,-5.999771999999999883e-01,3.487464599999999895e-05
-4.287874285714285971e-01,-5.999767999999999768e-01,3.032685600000000229e-04
-1.429691428571429057e-01,-5.999780000000000113e-01,2.879364600000000347e-03
1.425665714285713204e-01,-5.999780000000000113e-01,2.408974200000000079e-02
4.284600000000000630e-01,-5.999824000000000268e-01,1.115618399999999955e-01
7.141880000000000450e-01,-5.999749999999999250e-01,2.130576000000000136e-01
9.997828571428573063e-01,-5.999710000000000321e-01,2.973739799999999822e-01
-9.999827461057142486e-01,-4.999820000000000375e-01,1.922420999999999953e-06
-7.145738571428571495e-01,-4.999797999999999742e-01,4.315516199999999914e-05
-4.287880000000000580e-01,-4.999803999999999915e-01,3.804439799999999902e-04
-1.429705714285713913e-01,-4.999786000000000508e-01,3.265748400000000311e-03
1.425659999999999705e-01,-4.999755999999999645e-01,2.530281600000000228e-02
4.284568571428570838e-01,-4.999782000000000393e-01,1.319288399999999917e-01
7.141877142857142591e-01,-4.999552000000000440e-01,2.597341200000000128e-01
9.997831428571430923e-01,-4.999875999999999765e-01,3.348996000000000195e-01
