-9.999830349228571169e-01,-9.548305000000000478e-07,2.685011599999999947e-08
-7.145753142857143025e-01,-2.611268500000000179e-07,7.785620000000000176e-06
-4.287848571428571898e-01,-4.131846499999999781e-07,2.424955200000000109e-05
-1.429688571428572308e-01,-7.697964999999999276e-09,2.510977199999999809e-05
1.425648571428570488e-01,-3.118136000000000202e-07,2.502587200000000047e-05
4.284574285714284336e-01,-3.118087500000000027e-07,3.573017199999999554e-05
7.141871428571429092e-01,-1.935453000000000066e-07,3.576685599999999764e-05
-9.999847675799999891e-01,2.498890499999999876e-02,2.683305200000000016e-07
-7.145726857142857824e-01,2.498939500000000105e-02,7.903412000000000759e-06
-4.287842857142857289e-01,2.499035000000000145e-02,6.395883999999999088e-05
-1.429679999999999840e-01,2.499103500000000172e-02,7.849324000000000405e-04
1.425648571428570488e-01,2.498881500000000103e-02,5.085352000000000448e-03
4.284580000000000055e-01,2.499157499999999851e-02,1.990415599999999924e-02
7.141865714285713373e-01,2.499144500000000102e-02,3.615457999999999866e-02
-9.999833236857142982e-01,4.999299499999999841e-02,5.170952000000000496e-07
-7.145738571428571495e-01,4.999340499999999771e-02,1.432147599999999935e-05
-4.287857142857143256e-01,4.999471999999999944e-02,1.144946799999999986e-04
-1.429688571428572308e-01,4.999423000000000061e-02,1.355244399999999943e-03
1.425648571428570488e-01,4.999169500000000266e-02,1.003607200000000005e-02
4.284605714285714129e-01,4.999321500000000057e-02,4.132140000000000118e-02
7.141880000000000450e-01,4.999271000000000270e-02,7.410360000000000558e-02
-9.999836124485714794e-01,7.498689999999999523e-02,7.594108000000000916e-07
-7.145709714285713998e-01,7.498744999999999716e-02,1.879267600000000154e-05
-4.287842857142857289e-01,7.498900000000000010e-02,1.622763200000000117e-04
-1.429668571428571733e-01,7.499179999999999735e-02,1.822204399999999931e-03
1.425657142857144066e-01,7.498694999999999666e-02,1.340756400000000029e-02
4.284582857142857915e-01,7.499119999999999397e-02,6.180272000000000543e-02
7.141885714285713949e-01,7.498464999999999991e-02,1.121092399999999989e-01
-9.999815910257142670e-01,1.000050499999999981e-01,9.406084000000000227e-07
-7.145726857142857824e-01,1.000057000000000029e-01,2.324976400000000043e-05
-4.287874285714285971e-01,1.000058000000000058e-01,2.021790400000000063e-04
-1.429691428571429057e-01,1.000054999999999972e-01,1.919576400000000231e-03
1.425665714285713204e-01,1.000054999999999972e-01,1.605982800000000169e-02
4.284600000000000630e-01,1.000043999999999933e-01,7.437455999999999234e-02
7.141880000000000450e-01,1.000062500000000049e-01,1.420384000000000091e-01
-9.999827461057142486e-01,1.250044999999999906e-01,1.281613999999999898e-06
-7.145738571428571495e-01,1.250050500000000064e-01,2.877010799999999942e-05
-4.287880000000000580e-01,1.250049000000000021e-01,2.536293199999999754e-04
-1.429705714285713913e-01,1.250053499999999873e-01,2.177165600000000208e-03
1.425659999999999705e-01,1.250061000000000089e-01,1.686854399999999921e-02
4.284568571428570838e-01,1.250054499999999902e-01,8.795255999999999907e-02
7.141877142857142591e-01,1.250111999999999890e-01,1.731560799999999900e-01
-9.999813022628571968e-01,1.499994000000000050e-01,1.507882400000000103e-06
-7.145735714285714746e-01,1.499999499999999930e-01,3.439701999999999750e-05
-4.287854285714285396e-01,1.499997999999999887e-01,2.974009999999999805e-04
-1.429697142857142556e-01,1.499997999999999887e-01,2.311047200000000169e-03
1.425634285714285632e-01,1.500033000000000061e-01,1.793340800000000138e-02
4.284580000000000055e-01,1.499999499999999930e-01,9.544616000000000211e-02
7.141888571428569588e-01,1.500143999999999922e-01,1.960290399999999877e-01
-9.999833236857142982e-01,1.750047000000000130e-01,2.098332400000000100e-06
-7.145732857142856886e-01,1.750053000000000025e-01,4.071295999999999856e-05
-4.287854285714285396e-01,1.750054000000000054e-01,3.759210799999999865e-04
-1.429694285714285806e-01,1.750056500000000126e-01,2.586379200000000263e-03
1.425674285714286782e-01,1.750016000000000072e-01,1.882501199999999861e-02
4.284582857142857915e-01,1.750027000000000110e-01,1.087884000000000073e-01
7.141871428571429092e-01,1.750059499999999935e-01,2.305331200000000080e-01
-9.999815910257142670e-01,1.999945499999999932e-01,1.933400400000000169e-06
-7.145732857142856886e-01,1.999952500000000133e-01,4.585404000000000118e-05
-4.287860000000000005e-01,1.999950000000000061e-01,4.330571999999999980e-04
-1.429697142857142556e-01,1.999948000000000004e-01,2.710248400000000307e-03
1.425648571428570488e-01,1.999979000000000062e-01,1.966379600000000075e-02
4.284559999999999480e-01,1.999935499999999922e-01,1.060476399999999986e-01
7.141891428571429667e-01,1.999941000000000080e-01,2.430878399999999995e-01
-9.999839012371428693e-01,2.250118000000000118e-01,2.410819200000000047e-06
-7.145741428571428244e-01,2.250124000000000013e-01,5.220716000000000110e-05
-4.287831428571428072e-01,2.250121999999999955e-01,4.789307999999999716e-04
-1.429700000000000415e-01,2.250124500000000027e-01,2.877711600000000015e-03
1.425657142857144066e-01,2.250130999999999937e-01,2.103859999999999758e-02
4.284559999999999480e-01,2.250197999999999920e-01,1.136897999999999936e-01
7.141868571428571233e-01,2.250143500000000019e-01,2.442697199999999957e-01
-9.999827461057142486e-01,2.500076500000000257e-01,2.855426399999999851e-06
